college,url
计算机科学与技术学院（软件学院）,https://web.suda.edu.cn/gdzhou/
计算机科学与技术学院（软件学院）,https://web.suda.edu.cn/caomin/
计算机科学与技术学院（软件学院）,https://web.suda.edu.cn/cpliu/
计算机科学与技术学院（软件学院）,https://web.suda.edu.cn/smj/
计算机科学与技术学院（软件学院）,https://web.suda.edu.cn/zhli13/
计算机科学与技术学院（软件学院）,https://web.suda.edu.cn/xiangyuduan/
计算机科学与技术学院（软件学院）,https://web.suda.edu.cn/quanliu/
计算机科学与技术学院（软件学院）,https://web.suda.edu.cn/huangh/
